customer_key,customer_id,customer_country,first_order_date,last_order_date,total_orders,total_revenue,total_profit,avg_rating,avg_order_value,is_repeat_customer,customer_lifespan_days
28735,46894,UK,2023-08-20,2023-08-20,1,817.8,799.18,4.7,817.8,False,0
28736,46895,Canada,2023-02-25,2023-02-25,1,893.55,890.89,4.4,893.55,False,0
28737,46896,USA,2024-02-26,2024-08-28,2,271.11,236.03,3.75,135.56,True,184
28738,46897,USA,2024-12-03,2024-12-03,1,520.07,511.24,2.4,520.07,False,0
28739,46898,Canada,2024-02-03,2025-03-06,3,2641.21,2583.66,2.3000000000000003,880.4,True,397
28740,46901,Australia,2024-04-29,2024-04-29,1,3293.5,3276.07,4.3,3293.5,False,0
28741,46902,UK,2024-11-22,2024-11-22,1,849.0,827.65,1.8,849.0,False,0
28742,46903,UAE,2024-09-20,2024-09-20,1,1444.9,1427.17,2.2,1444.9,False,0
28743,46905,UK,2023-06-12,2023-06-12,1,515.23,506.79,4.1,515.23,False,0
28744,46906,USA,2023-09-05,2023-09-05,1,817.8,792.98,2.5,817.8,False,0
28745,46909,USA,2023-12-27,2023-12-27,1,455.43,448.5,2.4,455.43,False,0
28746,46910,USA,2025-06-06,2025-06-06,1,320.24,305.53,2.6,320.24,False,0
28747,46911,Germany,2023-06-02,2025-03-20,2,1568.42,1539.69,1.65,784.21,True,657
28748,46912,Australia,2024-07-28,2024-07-28,1,940.3,937.17,3.3,940.3,False,0
28749,46913,UAE,2025-04-08,2025-04-08,1,124.87,118.46,1.9,124.87,False,0
28750,46914,Australia,2023-11-10,2023-11-10,1,2785.55,2766.29,3.0,2785.55,False,0
28751,46915,USA,2023-12-06,2023-12-06,1,91.18,66.71,4.8,91.18,False,0
28752,46916,Australia,2025-03-13,2025-03-13,1,2393.45,2375.2,2.0,2393.45,False,0
28753,46917,Germany,2025-02-03,2025-02-03,1,491.19,471.06,4.0,491.19,False,0
28754,46918,UAE,2024-03-29,2025-04-10,3,5025.94,4957.38,2.033333333333333,1675.31,True,377
28755,46919,India,2024-06-01,2024-06-01,1,874.42,852.87,2.4,874.42,False,0
28756,46920,UAE,2024-01-18,2025-03-31,2,2137.24,2111.83,1.6,1068.62,True,438
28757,46922,UAE,2023-08-21,2023-08-21,1,49.26,26.49,2.5,49.26,False,0
28758,46923,India,2023-05-24,2024-01-27,2,2140.02,2097.7,3.3,1070.01,True,248
28759,46924,UK,2023-01-27,2023-03-20,3,2489.18,2437.21,2.766666666666667,829.73,True,52
28760,46925,Canada,2023-10-18,2023-10-18,1,1636.15,1620.37,4.2,1636.15,False,0
28761,46926,USA,2023-10-30,2023-10-30,1,279.2,275.77,4.5,279.2,False,0
28762,46927,USA,2024-04-12,2024-05-15,2,1135.5,1115.84,3.55,567.75,True,33
28763,46928,USA,2023-05-20,2025-05-23,3,3944.03,3899.81,2.0,1314.68,True,734
28764,46933,India,2025-03-29,2025-03-29,1,811.26,799.02,4.6,811.26,False,0
28765,46935,Germany,2023-05-22,2024-10-01,2,3588.95,3571.1,2.85,1794.48,True,498
28766,46936,Australia,2024-11-01,2024-12-25,2,456.75,423.94,2.3499999999999996,228.38,True,54
28767,46937,Canada,2023-02-07,2023-02-07,1,396.28,377.24,1.4,396.28,False,0
28768,46938,USA,2023-06-09,2023-06-09,1,723.84,715.28,5.0,723.84,False,0
28769,46939,Australia,2024-08-26,2024-10-19,2,844.45,820.14,4.6,422.22,True,54
28770,46940,Canada,2023-11-07,2024-01-07,2,3526.63,3495.87,4.3,1763.32,True,61
28771,46941,UAE,2023-03-30,2025-05-02,3,4496.24,4458.24,2.2333333333333334,1498.75,True,764
28772,46942,UAE,2023-08-23,2023-08-23,1,434.66,427.36,1.8,434.66,False,0
28773,46943,UAE,2023-06-18,2024-06-14,4,3211.88,3164.27,2.7249999999999996,802.97,True,362
28774,46945,Australia,2024-02-25,2024-02-25,1,332.46,322.2,1.6,332.46,False,0
28775,46946,Germany,2023-02-10,2024-12-07,2,1622.46,1601.85,3.1500000000000004,811.23,True,666
28776,46947,UAE,2024-08-19,2024-08-19,1,376.22,366.09,4.8,376.22,False,0
28777,46949,UK,2023-04-11,2025-06-10,6,5838.39,5730.92,4.216666666666667,973.06,True,791
28778,46950,UAE,2023-04-26,2025-04-07,2,689.63,654.23,3.0999999999999996,344.82,True,712
28779,46951,Canada,2024-02-24,2024-11-06,4,5128.26,5061.52,2.95,1282.06,True,256
28780,46953,Germany,2023-07-31,2024-05-31,2,1553.42,1523.02,4.6,776.71,True,305
28781,46954,India,2023-05-24,2025-04-23,3,6052.92,6018.11,2.733333333333333,2017.64,True,700
28782,46955,USA,2024-05-01,2025-03-05,2,3538.96,3513.2,2.25,1769.48,True,308
28783,46956,UK,2023-08-04,2023-08-04,1,388.7,382.19,3.5,388.7,False,0
28784,46957,UAE,2024-04-26,2024-04-26,1,510.88,507.69,2.7,510.88,False,0
28785,46958,UK,2024-11-28,2025-02-09,3,3340.4,3302.21,3.2000000000000006,1113.47,True,73
28786,46959,Germany,2025-03-26,2025-03-26,1,54.92,33.16,3.5,54.92,False,0
28787,46960,Australia,2023-04-10,2024-11-28,2,2905.36,2863.33,4.1,1452.68,True,598
28788,46961,UAE,2023-03-27,2023-03-27,1,1093.84,1080.37,3.1,1093.84,False,0
28789,46963,UK,2025-04-10,2025-04-10,1,885.18,878.87,2.9,885.18,False,0
28790,46964,USA,2023-06-08,2023-06-08,1,716.5,700.93,4.9,716.5,False,0
28791,46965,Canada,2023-12-09,2023-12-09,1,164.96,140.26,2.9,164.96,False,0
28792,46967,Australia,2023-07-21,2023-07-21,1,156.09,143.0,2.0,156.09,False,0
28793,46968,USA,2023-12-29,2024-06-08,2,2418.1,2389.73,3.45,1209.05,True,162
28794,46969,UK,2023-11-14,2023-11-14,1,1208.68,1201.9,4.1,1208.68,False,0
28795,46970,Germany,2023-09-02,2025-06-08,3,1479.83,1453.27,4.166666666666667,493.28,True,645
28796,46971,USA,2023-04-05,2025-03-16,2,2096.07,2082.39,2.65,1048.04,True,711
28797,46972,USA,2023-09-22,2025-02-27,4,6242.29,6207.64,3.5,1560.57,True,524
28798,46974,Germany,2023-10-11,2024-05-01,2,415.26,396.93,4.35,207.63,True,203
28799,46975,Australia,2023-03-05,2023-08-20,2,620.89,585.63,2.0,310.44,True,168
28800,46976,USA,2023-08-26,2024-09-15,2,557.28,524.17,3.0,278.64,True,386
28801,46977,UK,2024-01-06,2025-03-12,3,1807.36,1776.95,3.3333333333333335,602.45,True,431
28802,46978,UK,2024-12-22,2024-12-26,2,997.16,962.83,2.4,498.58,True,4
28803,46979,UAE,2023-01-31,2023-05-20,2,2153.55,2128.01,3.85,1076.78,True,109
28804,46980,India,2023-05-16,2025-05-30,3,2930.6,2898.87,2.8000000000000003,976.87,True,745
28805,46981,Germany,2023-09-22,2024-08-18,3,3296.96,3256.55,3.4666666666666663,1098.99,True,331
28806,46982,UAE,2023-12-22,2025-05-10,4,5934.03,5878.79,3.125,1483.51,True,505
28807,46983,UK,2024-08-01,2024-11-12,2,1548.53,1511.03,3.25,774.26,True,103
28808,46985,USA,2023-04-12,2025-01-17,3,4001.96,3977.14,4.033333333333334,1333.99,True,646
28809,46986,UAE,2024-05-28,2024-12-13,2,662.18,628.81,2.5,331.09,True,199
28810,46987,Canada,2024-01-04,2024-01-04,1,3043.72,3025.04,3.4,3043.72,False,0
28811,46988,Australia,2023-06-11,2023-06-11,1,577.5,556.39,4.1,577.5,False,0
28812,46993,UAE,2023-01-24,2024-11-19,4,7000.81,6962.01,4.025,1750.2,True,665
28813,46994,USA,2023-03-01,2023-03-01,1,242.52,229.06,1.2,242.52,False,0
28814,46995,UAE,2025-03-21,2025-03-21,1,1735.38,1717.7,3.3,1735.38,False,0
28815,46996,UAE,2023-05-01,2023-05-01,1,453.22,435.91,4.3,453.22,False,0
28816,46998,India,2023-09-08,2023-09-08,1,439.11,434.28,4.9,439.11,False,0
28817,46999,India,2024-10-06,2024-10-07,2,767.33,748.05,3.85,383.66,True,1
28818,47001,Canada,2023-05-07,2025-06-13,2,1064.54,1022.74,2.5,532.27,True,768
28819,47002,UAE,2024-10-23,2025-02-27,2,4968.0,4941.07,4.0,2484.0,True,127
28820,47003,Canada,2024-11-11,2024-11-11,1,343.36,331.61,4.1,343.36,False,0
28821,47004,Germany,2023-01-29,2025-05-05,3,3084.3,3026.72,2.8000000000000003,1028.1,True,827
28822,47005,Canada,2023-01-03,2023-01-03,1,1731.78,1708.02,3.6,1731.78,False,0
28823,47006,India,2023-01-04,2023-04-29,3,5384.05,5331.3,3.966666666666667,1794.68,True,115
28824,47008,Australia,2023-03-19,2025-01-25,3,1175.84,1112.28,3.6666666666666665,391.95,True,678
28825,47009,Germany,2025-05-08,2025-05-18,2,1244.68,1228.7,3.2,622.34,True,10
28826,47010,Australia,2023-08-15,2023-08-15,1,2355.52,2342.97,1.1,2355.52,False,0
28827,47011,UAE,2024-05-03,2024-12-09,3,1168.41,1130.18,2.4,389.47,True,220
28828,47013,UAE,2025-02-04,2025-02-04,1,1203.28,1185.29,3.4,1203.28,False,0
28829,47014,India,2023-02-12,2023-10-21,2,3465.65,3445.75,3.75,1732.82,True,251
28830,47015,UK,2023-06-21,2023-06-21,1,448.24,442.41,3.9,448.24,False,0
28831,47016,USA,2024-08-15,2024-08-15,1,2047.04,2036.63,2.1,2047.04,False,0
28832,47017,UK,2023-07-27,2023-07-27,1,435.9,425.51,1.4,435.9,False,0
28833,47018,USA,2023-07-05,2023-09-11,2,264.18,254.21,3.15,132.09,True,68
28834,47019,UAE,2024-10-13,2024-10-13,1,117.99,103.92,2.4,117.99,False,0
28835,47020,India,2024-03-17,2025-02-06,3,2548.23,2510.12,2.4,849.41,True,326
28836,47021,Australia,2023-12-21,2023-12-21,1,2188.5,2174.44,1.2,2188.5,False,0
28837,47023,UAE,2024-02-27,2025-06-09,2,3101.05,3078.39,4.75,1550.52,True,468
28838,47024,UAE,2023-02-05,2023-04-08,2,2932.8,2902.3,3.35,1466.4,True,62
28839,47025,UK,2025-03-03,2025-03-03,1,2865.76,2841.82,2.0,2865.76,False,0
28840,47026,USA,2023-10-27,2024-10-21,3,4518.79,4491.0,4.133333333333333,1506.26,True,360
28841,47029,Australia,2024-09-06,2024-10-17,2,2168.98,2125.99,2.55,1084.49,True,41
28842,47030,UAE,2023-10-05,2024-09-03,3,1326.76,1302.75,2.8666666666666667,442.25,True,334
28843,47033,Germany,2023-07-20,2023-07-20,1,532.86,509.16,3.0,532.86,False,0
28844,47034,Germany,2023-04-28,2023-11-29,2,1282.97,1256.97,3.8499999999999996,641.48,True,215
28845,47035,UAE,2024-08-06,2025-04-25,5,6110.92,6052.31,2.16,1222.18,True,262
28846,47036,UK,2023-02-15,2025-01-03,2,1861.64,1832.5,3.65,930.82,True,688
28847,47037,Australia,2023-03-14,2023-08-16,3,4129.88,4101.39,1.9666666666666668,1376.63,True,155
28848,47038,USA,2023-09-13,2025-05-15,3,1245.48,1201.05,2.1666666666666665,415.16,True,610
28849,47039,Canada,2025-04-29,2025-04-29,1,1770.72,1758.58,5.0,1770.72,False,0
28850,47041,Australia,2024-03-12,2024-10-11,2,731.13,689.77,3.15,365.56,True,213
28851,47042,Australia,2023-02-17,2025-01-27,3,2366.42,2338.23,3.1666666666666665,788.81,True,710
28852,47044,UK,2023-06-30,2023-06-30,1,1131.52,1126.01,4.6,1131.52,False,0
28853,47045,Germany,2024-08-01,2025-04-11,4,5178.32,5146.31,3.525,1294.58,True,253
28854,47046,UK,2023-01-29,2024-11-14,2,2856.36,2829.66,3.55,1428.18,True,655
28855,47047,UK,2024-04-09,2024-08-21,2,2396.04,2364.77,1.45,1198.02,True,134
28856,47048,Australia,2024-06-08,2024-06-08,1,421.38,400.62,4.4,421.38,False,0
28857,47049,UAE,2023-01-16,2023-01-16,1,1121.84,1100.04,4.5,1121.84,False,0
28858,47051,UAE,2024-05-01,2024-05-12,3,3364.4,3311.3,1.6666666666666667,1121.47,True,11
28859,47052,UAE,2023-12-01,2023-12-01,1,485.17,475.19,2.1,485.17,False,0
28860,47053,UK,2025-02-23,2025-02-23,1,177.24,165.97,4.7,177.24,False,0
28861,47054,USA,2024-09-23,2024-09-23,1,1405.6,1401.73,3.4,1405.6,False,0
28862,47055,UK,2024-11-20,2024-11-20,1,859.82,845.94,2.1,859.82,False,0
28863,47056,UK,2024-06-16,2025-04-14,2,937.28,909.43,2.3,468.64,True,302
28864,47057,Germany,2025-05-27,2025-05-30,2,5331.25,5303.08,3.6500000000000004,2665.62,True,3
28865,47058,Canada,2023-01-05,2024-05-29,2,3067.54,3041.16,1.95,1533.77,True,510
28866,47060,Australia,2023-11-01,2024-07-12,2,4270.75,4232.81,4.4,2135.38,True,254
28867,47062,Germany,2023-03-31,2024-07-19,7,5809.88,5698.14,2.5714285714285716,829.98,True,476
28868,47064,UK,2024-07-06,2025-03-23,3,1046.27,998.06,3.0,348.76,True,260
28869,47065,India,2023-02-27,2025-01-17,4,4823.93,4756.24,2.825,1205.98,True,690
28870,47066,India,2023-01-16,2024-12-01,4,4553.99,4496.55,3.625,1138.5,True,685
28871,47067,Canada,2023-06-29,2025-05-09,2,1729.36,1702.71,2.6,864.68,True,680
28872,47069,Canada,2024-01-01,2024-12-01,4,4389.75,4349.31,3.25,1097.44,True,335
28873,47070,UAE,2023-01-07,2023-10-22,2,2253.1,2244.7,2.7,1126.55,True,288
28874,47071,Canada,2023-11-23,2023-11-23,1,1235.48,1215.45,2.4,1235.48,False,0
28875,47073,India,2024-02-05,2025-06-17,3,6644.38,6592.26,2.8333333333333335,2214.79,True,498
28876,47075,UK,2024-01-29,2024-01-29,1,23.79,20.73,4.8,23.79,False,0
28877,47077,Germany,2023-01-16,2023-09-15,3,1023.18,968.3,2.6999999999999997,341.06,True,242
28878,47078,Canada,2023-05-20,2025-01-27,3,2083.2,2044.73,2.8666666666666667,694.4,True,618
28879,47079,Australia,2024-11-14,2024-11-14,1,807.76,799.15,4.6,807.76,False,0
28880,47080,Germany,2024-03-31,2024-11-28,3,2048.37,2012.56,2.033333333333333,682.79,True,242
28881,47081,Germany,2023-10-13,2023-10-13,1,3013.05,3007.19,2.1,3013.05,False,0
28882,47082,UK,2025-05-03,2025-05-03,1,1002.06,981.64,3.9,1002.06,False,0
28883,47083,UAE,2023-06-27,2025-04-15,5,2882.02,2807.8,2.82,576.4,True,658
28884,47084,USA,2023-06-23,2024-11-18,3,2658.5,2630.72,3.4333333333333336,886.17,True,514
28885,47085,USA,2023-09-23,2024-05-03,2,4806.6,4774.75,2.4,2403.3,True,223
28886,47086,India,2023-03-16,2024-10-08,2,2681.57,2656.8,4.0,1340.78,True,572
28887,47087,Germany,2023-11-23,2024-01-21,2,1748.65,1707.15,2.8499999999999996,874.32,True,59
28888,47088,Australia,2023-01-11,2024-12-16,3,1234.76,1185.82,3.6666666666666665,411.59,True,705
28889,47089,Germany,2024-02-24,2024-02-24,1,1030.1,1009.02,1.2,1030.1,False,0
28890,47092,Germany,2023-01-08,2024-05-13,2,1129.39,1104.26,2.95,564.69,True,491
28891,47093,Australia,2023-03-02,2023-03-02,1,1590.45,1571.98,1.3,1590.45,False,0
28892,47094,Canada,2024-06-15,2025-04-13,3,1158.6,1116.22,3.1,386.2,True,302
28893,47095,Australia,2024-04-25,2024-04-25,1,1035.2,1017.33,2.2,1035.2,False,0
28894,47096,Australia,2023-01-17,2025-02-22,5,6820.35,6753.76,2.52,1364.07,True,767
28895,47097,UK,2024-01-12,2024-01-12,1,181.68,163.57,3.9,181.68,False,0
28896,47098,UK,2023-06-01,2025-04-15,4,7216.09,7161.72,2.1,1804.02,True,684
28897,47099,UK,2024-09-06,2024-09-06,1,1041.35,1032.61,4.6,1041.35,False,0
28898,47100,UAE,2023-02-06,2023-04-13,2,2085.87,2040.5,3.4000000000000004,1042.94,True,66
28899,47101,Germany,2023-06-08,2023-06-08,1,294.81,272.59,2.7,294.81,False,0
28900,47102,Australia,2023-05-07,2023-07-16,2,1488.25,1442.63,2.85,744.12,True,70
28901,47103,Canada,2024-12-07,2024-12-07,1,756.52,751.63,4.5,756.52,False,0
28902,47104,Canada,2024-02-10,2025-03-28,3,1935.77,1911.16,2.3000000000000003,645.26,True,412
28903,47106,UAE,2023-10-04,2025-05-25,2,3349.17,3332.45,2.35,1674.58,True,599
28904,47107,Germany,2023-11-19,2025-03-24,2,2221.08,2199.43,2.55,1110.54,True,491
28905,47109,Australia,2023-01-04,2024-01-20,3,3269.42,3231.74,2.766666666666667,1089.81,True,381
28906,47110,Germany,2024-10-24,2024-10-24,1,399.16,380.17,3.0,399.16,False,0
28907,47111,USA,2023-03-13,2024-06-09,2,4177.4,4167.74,4.1,2088.7,True,454
28908,47112,Canada,2023-08-13,2024-11-15,2,2703.07,2677.53,3.1500000000000004,1351.54,True,460
28909,47115,Canada,2024-05-06,2024-08-11,2,2283.33,2258.51,2.6,1141.66,True,97
28910,47117,Australia,2025-01-30,2025-01-30,1,258.8,253.61,2.9,258.8,False,0
28911,47118,USA,2023-06-06,2023-06-06,1,329.14,306.99,3.6,329.14,False,0
28912,47119,Germany,2023-07-02,2025-03-29,3,4866.32,4833.74,3.9333333333333336,1622.11,True,636
28913,47120,UAE,2023-06-14,2025-06-02,3,1561.51,1506.7,2.3666666666666667,520.5,True,719
28914,47121,Australia,2024-10-10,2025-05-23,2,2934.65,2908.93,3.2,1467.32,True,225
28915,47122,Australia,2023-10-10,2023-10-19,2,2048.3,2007.6,1.6,1024.15,True,9
28916,47124,Australia,2023-08-05,2023-08-05,1,1201.98,1181.92,4.7,1201.98,False,0
28917,47127,Germany,2023-02-14,2024-01-09,4,2033.5,1981.83,2.7750000000000004,508.38,True,329
28918,47128,UAE,2023-01-12,2023-01-12,1,1130.13,1114.1,3.8,1130.13,False,0
28919,47129,Canada,2023-06-05,2023-06-05,1,312.06,301.61,5.0,312.06,False,0
28920,47130,USA,2024-05-04,2025-02-19,2,2458.72,2420.24,4.3,1229.36,True,291
28921,47132,Australia,2023-12-09,2025-05-05,2,2088.6,2079.52,2.65,1044.3,True,513
28922,47133,UAE,2024-08-04,2024-08-04,1,695.64,682.12,5.0,695.64,False,0
28923,47135,UK,2025-03-12,2025-03-12,1,631.8,609.55,5.0,631.8,False,0
28924,47136,Germany,2023-01-21,2023-01-21,1,218.85,196.18,3.7,218.85,False,0
28925,47137,UAE,2025-05-19,2025-05-19,1,549.85,530.75,3.7,549.85,False,0
28926,47138,Australia,2024-03-12,2024-03-12,1,343.0,323.29,4.7,343.0,False,0
28927,47139,India,2023-03-25,2024-07-28,3,2203.71,2183.99,1.9666666666666668,734.57,True,491
28928,47140,Canada,2023-04-22,2024-11-17,4,4273.28,4220.49,2.575,1068.32,True,575
28929,47141,Canada,2023-01-09,2024-09-30,2,1170.08,1141.15,3.0999999999999996,585.04,True,630
28930,47142,Australia,2023-12-22,2024-10-07,2,1680.14,1648.6,1.6,840.07,True,290
28931,47143,India,2024-02-14,2024-06-14,3,2304.55,2236.62,2.533333333333333,768.18,True,121
28932,47145,UAE,2023-10-14,2024-11-28,3,2428.49,2377.84,1.9666666666666668,809.5,True,411
28933,47146,USA,2023-06-13,2023-06-13,1,2305.45,2286.96,1.9,2305.45,False,0
28934,47148,UK,2023-06-14,2024-12-01,3,3066.43,3020.6,3.6333333333333333,1022.14,True,536
28935,47149,Germany,2023-11-05,2023-11-05,1,30.84,14.72,1.9,30.84,False,0
28936,47150,Canada,2025-02-21,2025-02-21,1,521.94,519.56,4.5,521.94,False,0
28937,47151,UK,2023-01-07,2024-04-21,2,611.34,584.14,3.3499999999999996,305.67,True,470
28938,47153,UAE,2024-10-24,2024-10-24,1,1376.22,1361.13,2.6,1376.22,False,0
28939,47154,USA,2024-07-11,2024-07-11,1,1419.81,1400.81,5.0,1419.81,False,0
28940,47156,India,2024-03-14,2025-03-20,6,4690.26,4603.91,2.966666666666667,781.71,True,371
28941,47158,Canada,2023-03-22,2023-11-29,2,2862.18,2841.01,3.5,1431.09,True,252
28942,47160,Germany,2023-04-22,2023-04-22,1,484.43,468.83,4.2,484.43,False,0
28943,47161,UK,2023-03-01,2025-04-30,6,5979.47,5895.05,2.766666666666666,996.58,True,791
28944,47162,India,2023-03-31,2024-06-17,2,1905.03,1888.28,3.65,952.52,True,444
28945,47165,USA,2024-06-07,2024-09-05,2,1081.58,1061.54,2.7,540.79,True,90
28946,47166,USA,2023-07-28,2024-05-04,2,283.39,259.82,3.7,141.7,True,281
28947,47167,Canada,2023-03-17,2024-11-14,2,1593.16,1564.81,2.8,796.58,True,608
28948,47168,UK,2024-01-10,2024-11-24,2,2581.6,2556.1,1.45,1290.8,True,319
28949,47169,UK,2024-02-19,2024-02-19,1,432.3,424.73,3.5,432.3,False,0
28950,47170,Germany,2024-11-22,2024-11-22,1,155.57,135.18,2.2,155.57,False,0
28951,47171,India,2024-08-20,2025-05-05,3,2894.25,2851.14,4.1000000000000005,964.75,True,258
28952,47172,Germany,2024-05-29,2025-03-02,2,630.77,608.55,3.6999999999999997,315.39,True,277
28953,47173,Canada,2023-03-06,2024-12-30,3,1238.94,1192.98,2.3000000000000003,412.98,True,665
28954,47174,India,2023-12-06,2023-12-06,1,700.59,681.27,4.9,700.59,False,0
28955,47175,UAE,2023-01-13,2024-05-24,2,3835.16,3797.8,2.2,1917.58,True,497
28956,47176,Germany,2023-07-12,2023-07-12,1,462.69,454.47,1.6,462.69,False,0
28957,47177,Canada,2023-10-05,2023-10-05,1,103.6,81.76,2.3,103.6,False,0
28958,47178,Canada,2023-01-06,2024-12-19,3,4625.33,4581.71,3.466666666666667,1541.78,True,713
28959,47179,Germany,2024-01-29,2024-02-17,2,4356.8,4327.87,4.55,2178.4,True,19
28960,47181,Australia,2023-07-28,2023-07-28,1,2571.64,2557.99,1.4,2571.64,False,0
28961,47182,UK,2024-09-22,2024-09-22,1,220.76,206.65,2.6,220.76,False,0
28962,47183,UK,2024-02-26,2025-01-28,2,1603.95,1595.52,3.8499999999999996,801.98,True,337
28963,47184,India,2024-08-12,2024-08-12,1,202.32,194.7,1.5,202.32,False,0
28964,47185,UK,2023-01-11,2023-03-19,2,2744.86,2712.19,2.45,1372.43,True,67
28965,47186,Germany,2024-10-17,2024-10-17,1,553.92,541.99,4.4,553.92,False,0
28966,47187,Germany,2023-08-11,2024-04-24,3,1330.12,1282.05,3.0,443.37,True,257
28967,47190,UAE,2023-03-03,2023-03-03,1,1560.4,1535.81,3.5,1560.4,False,0
28968,47191,Canada,2023-07-14,2023-10-22,2,615.16,593.13,1.7999999999999998,307.58,True,100
28969,47192,UK,2024-08-19,2024-08-19,1,1162.92,1158.97,2.5,1162.92,False,0
28970,47193,UK,2024-07-26,2024-07-26,1,362.04,344.41,5.0,362.04,False,0
28971,47194,UK,2023-04-02,2024-06-25,2,3389.48,3347.79,3.0500000000000003,1694.74,True,450
28972,47195,Germany,2024-01-23,2025-01-10,4,2735.4,2689.18,2.5999999999999996,683.85,True,353
28973,47197,UK,2023-10-16,2025-04-28,2,3879.08,3852.4,3.25,1939.54,True,560
28974,47198,UAE,2024-12-15,2024-12-15,1,404.55,379.79,2.8,404.55,False,0
28975,47199,India,2024-02-12,2024-06-09,2,3013.8,2974.1,2.8499999999999996,1506.9,True,118
28976,47200,USA,2024-09-18,2024-09-18,1,1632.2,1611.94,4.8,1632.2,False,0
28977,47201,Germany,2024-04-25,2024-12-27,2,1933.84,1900.03,3.8499999999999996,966.92,True,246
28978,47203,Canada,2025-01-27,2025-01-27,1,1819.0,1802.85,3.4,1819.0,False,0
28979,47204,Australia,2024-10-30,2024-10-30,1,694.52,676.05,2.3,694.52,False,0
28980,47205,UK,2024-09-24,2024-09-24,1,229.95,218.98,2.6,229.95,False,0
28981,47206,Germany,2025-01-25,2025-01-25,1,2208.54,2198.67,2.2,2208.54,False,0
28982,47207,USA,2024-02-06,2025-06-04,5,4736.19,4643.19,3.1399999999999997,947.24,True,484
28983,47208,USA,2023-11-25,2025-06-11,5,3007.61,2965.99,2.5,601.52,True,564
28984,47209,Australia,2023-03-29,2024-11-24,2,838.5,821.37,3.5,419.25,True,606
28985,47210,USA,2024-03-17,2024-08-21,2,3094.0,3071.52,3.05,1547.0,True,157
28986,47211,Canada,2023-08-15,2023-08-15,1,151.02,144.3,2.4,151.02,False,0
28987,47212,Germany,2023-02-07,2024-06-07,2,1906.85,1879.13,1.65,953.42,True,486
28988,47214,UK,2024-04-30,2024-04-30,1,739.04,715.76,4.6,739.04,False,0
28989,47215,UK,2024-12-07,2024-12-07,1,3024.88,3003.23,2.6,3024.88,False,0
28990,47216,India,2023-04-24,2025-01-22,3,2719.07,2655.29,2.533333333333333,906.36,True,639
28991,47217,UK,2023-11-10,2023-11-10,1,1562.61,1547.68,2.5,1562.61,False,0
28992,47218,Australia,2023-08-04,2025-01-11,3,3752.92,3707.73,2.2333333333333334,1250.97,True,526
28993,47220,UK,2024-06-21,2024-06-21,1,44.75,38.18,1.2,44.75,False,0
28994,47222,USA,2023-04-12,2024-03-30,4,3217.56,3162.74,2.55,804.39,True,353
28995,47223,UAE,2024-07-20,2024-07-20,1,283.81,265.22,4.5,283.81,False,0
28996,47225,UK,2023-04-06,2025-05-19,3,5840.74,5809.6,3.1333333333333333,1946.91,True,774
28997,47226,UAE,2023-12-11,2023-12-11,1,1823.19,1807.22,1.5,1823.19,False,0
28998,47227,Australia,2025-05-06,2025-05-06,1,2584.88,2570.03,3.7,2584.88,False,0
28999,47229,USA,2024-02-16,2024-02-16,1,578.35,559.22,1.7,578.35,False,0
29000,47232,USA,2024-05-24,2024-05-24,1,484.56,467.65,3.1,484.56,False,0
29001,47233,UK,2024-05-15,2024-05-15,1,2139.84,2134.63,4.1,2139.84,False,0
29002,47234,India,2023-07-23,2023-07-23,1,684.76,665.8,1.1,684.76,False,0
29003,47235,USA,2023-01-20,2025-02-24,2,2196.66,2170.35,3.95,1098.33,True,766
29004,47236,Australia,2023-07-14,2023-07-14,1,314.89,298.01,1.4,314.89,False,0
29005,47237,Australia,2024-01-13,2024-04-04,2,1423.12,1388.75,2.1,711.56,True,82
29006,47238,India,2023-06-06,2023-12-03,2,682.79,641.26,3.35,341.4,True,180
29007,47239,USA,2023-09-01,2025-04-01,2,2417.7,2399.13,3.85,1208.85,True,578
29008,47241,UAE,2025-04-15,2025-04-15,1,2254.98,2252.16,2.8,2254.98,False,0
29009,47242,India,2023-02-17,2023-11-26,2,2431.99,2416.25,4.45,1216.0,True,282
29010,47243,India,2025-03-05,2025-03-05,1,2669.92,2657.72,2.0,2669.92,False,0
29011,47244,UAE,2023-03-08,2023-03-08,1,176.25,168.26,4.7,176.25,False,0
29012,47245,India,2024-09-19,2024-09-19,1,646.46,629.12,4.4,646.46,False,0
29013,47246,Germany,2023-08-27,2024-12-03,5,7164.78,7121.2,3.6399999999999997,1432.96,True,464
29014,47248,Germany,2023-01-05,2024-02-23,3,2220.4,2182.87,2.733333333333333,740.13,True,414
29015,47249,India,2023-07-05,2024-08-16,2,1456.12,1430.95,1.5,728.06,True,408
29016,47250,Australia,2023-10-20,2025-01-08,2,2473.57,2464.54,4.15,1236.78,True,446
29017,47251,Australia,2024-01-04,2024-01-04,1,84.28,61.94,3.8,84.28,False,0
29018,47252,Canada,2024-04-14,2024-04-14,1,617.04,594.74,3.1,617.04,False,0
29019,47253,UK,2023-03-31,2024-10-15,3,3457.88,3406.06,3.1666666666666665,1152.63,True,564
29020,47254,UAE,2023-08-08,2023-08-08,1,830.38,818.57,4.7,830.38,False,0
29021,47255,UK,2024-11-17,2024-11-17,1,429.6,408.4,2.2,429.6,False,0
29022,47256,UAE,2023-03-07,2024-05-26,2,834.83,821.09,3.5,417.42,True,446
